,id,name,city,experience,type,address,published_at,archived,employer,contacts,schedule,employer_trusted,professional_roles
269,54204500,Junior Business Development & Financial Analyst (remote),Нур-Султан,Нет опыта,Открытая,,2022-03-22T12:59:37+0300,False,Гринтернру,,remote,True,Аналитик
270,53992623,Аналитик / GR менеджер,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-29T14:07:31+0300,False,KESAREV,,fullDay,True,Аудитор
271,54084185,"Business Analyst, Atyrau 5/2",Атырау,От 1 года до 3 лет,Открытая,,2022-03-19T13:56:07+0300,False,"FIRCROFT ENGINEERING SERVICES LIMITED, KAZAKHSTAN",,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
272,54060240,"Стажер (финансовый отдел, логистика, ИТ, аналитика)",Алматы,Нет опыта,Открытая,,2022-03-18T19:02:10+0300,False,ПРЕДСТАВИТЕЛЬСТВО ОПЕЛЛА ХЭЛСКЕА ИНТЕРНЭШНЛ САС В РК,,fullDay,True,Другое
273,52547301,Главный эксперт-Аналитик в сфере применения информационных технологий государственных органов,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-18T14:44:20+0300,False,"Центр исследований, анализа и оценки эффективности",,fullDay,True,Другое
274,54041795,System Analyst,Алматы,От 1 года до 3 лет,Открытая,,2022-03-18T12:56:30+0300,False,DAR tech,,fullDay,True,Аналитик
275,54026898,Трейдер / Инвестиционный аналитик,Нур-Султан,Нет опыта,Открытая,,2022-03-18T08:38:40+0300,False,Build and Secure your investments,,fullDay,True,Аудитор
276,53994080,QA инженер / Аналитик,Алматы,От 1 года до 3 лет,Открытая,,2022-03-17T14:27:24+0300,False,WM-Kazakhstan,,fullDay,True,Тестировщик
277,53993472,Аналитик отдела продаж,Алматы,От 3 до 6 лет,Открытая,,2022-03-17T14:15:52+0300,False,АЛИДИ,,fullDay,True,Аналитик
278,53995718,Materials Management Analyst,Атырау,От 1 года до 3 лет,Открытая,,2022-03-17T14:54:11+0300,False,Tenaz Management,,flyInFlyOut,True,Другое
279,53966583,Кредитный аналитик Департамента малого и среднего бизнеса,Алматы,От 1 года до 3 лет,Открытая,,2022-03-17T06:01:53+0300,False,"Bank RBK, АО",,fullDay,True,Аналитик
280,52851265,Web аналитик\ Marketing performance analyst,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-16T15:30:24+0300,False,Центр делового развития,,remote,True,Аналитик
281,53275768,Financial analyst,Алматы,От 3 до 6 лет,Открытая,,2022-03-29T14:49:12+0300,False,DHL Logistics Kazakhstan,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
282,53936923,Ведущий специалист-аналитик в отдел информационных технологий,Нур-Султан,От 1 года до 3 лет,Открытая,,2022-03-16T14:26:44+0300,False,РГП ГОСГРАДКАДАСТР,,fullDay,True,Аналитик
283,53970043,TA Training group analyst,Атырау,От 3 до 6 лет,Открытая,,2022-03-17T07:44:52+0300,False,Bolashak Atyrau,,flyInFlyOut,True,Специалист технической поддержки
284,53983739,Менеджер по поиску клиентов (Аналитик),Усть-Каменогорск,От 1 года до 3 лет,Открытая,,2022-03-17T11:41:20+0300,False,Asia Logistic Transport,,fullDay,True,Аналитик
285,52399235,Финансовый аналитик,Алматы,От 3 до 6 лет,Открытая,,2022-03-16T10:47:22+0300,False,Гелиос,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
286,53933100,Финансовый аналитик,Костанай,От 1 года до 3 лет,Открытая,,2022-03-16T13:20:12+0300,False,Олжа Агро,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
287,52851264,Web Analyst (digital marketing&crypto),Алматы,От 1 года до 3 лет,Открытая,,2022-03-16T15:30:24+0300,False,Центр делового развития,,remote,True,Аналитик
288,53933771,Senior investment analyst,Алматы,От 3 до 6 лет,Открытая,,2022-03-16T13:38:42+0300,False,Казфосфат,,fullDay,True,"Финансовый аналитик, инвестиционный аналитик"
